Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,
2019-01-01,3.565070629119873,3.59375,4.021999835968018,3.1922500133514404,3.2660000324249268,16870992000
2019-02-01,3.825723648071289,3.8564999103546143,4.131999969482422,3.564500093460083,3.612499952316284,11445728000
2019-03-01,4.457766056060791,4.488999843597412,4.625,3.619999885559082,3.906749963760376,12068540000
2019-04-01,4.493514537811279,4.525000095367432,4.836750030517578,4.332499980926514,4.581500053405762,9437780000
2019-05-01,3.362936496734619,3.3864998817443848,4.6217498779296875,3.3847498893737793,4.577750205993652,11180752000
2019-06-01,4.0818352699279785,4.10575008392334,4.134250164031982,3.315000057220459,3.397749900817871,8233340000
2019-07-01,4.193431377410889,4.2179999351501465,4.472249984741211,3.875,4.3142499923706055,8415984000
2019-08-01,4.163358688354492,4.187749862670898,4.336249828338623,3.6847500801086426,4.228499889373779,9450328000
2019-09-01,4.330685615539551,4.351749897003174,4.710000038146973,4.081250190734863,4.114500045776367,6347768000
2019-10-01,5.00117301940918,5.0254998207092285,5.222499847412109,4.2532501220703125,4.375,7696172000
2019-11-01,5.392271995544434,5.418499946594238,5.535250186920166,4.964749813079834,4.989999771118164,7321800000
2019-12-01,5.8583455085754395,5.882500171661377,6.045249938964844,5.009250164031982,5.411499977111816,6543532000
2020-01-01,5.88647985458374,5.910749912261963,6.487500190734863,5.781750202178955,5.96875,6125412000
2020-02-01,6.724025249481201,6.7517499923706055,7.9079999923706055,5.886250019073486,5.892499923706055,11848652000
2020-03-01,6.566866397857666,6.590000152587891,7.122250080108643,4.517000198364258,6.922500133514404,15773952000
2020-04-01,7.281349182128906,7.307000160217285,7.605000019073486,5.959750175476074,6.391250133514404,11278304000
2020-05-01,8.844341278076172,8.875499725341797,9.181750297546387,7.020999908447266,7.108749866485596,12548876000
2020-06-01,9.464407920837402,9.497750282287598,9.642499923706055,8.657999992370605,8.833250045776367,9719464000
2020-07-01,10.582313537597656,10.614749908447266,10.79224967956543,9.413000106811523,9.520750045776367,8094452000
2020-08-01,13.33363151550293,13.374500274658203,13.574999809265137,10.715250015258789,10.732500076293945,9672544000
2020-09-01,13.489154815673828,13.530500411987305,14.726750373840332,11.70425033569336,13.479999542236328,15856552000
2020-10-01,12.499438285827637,12.534000396728516,14.34850025177002,12.300000190734863,13.758000373840332,8022356000
2020-11-01,13.364544868469238,13.40149974822998,14.691499710083008,12.395000457763672,12.657750129699707,7594820000
2020-12-01,13.019003868103027,13.055000305175781,13.731249809265137,12.763250350952148,13.492250442504883,5120996000
2021-01-01,12.957758903503418,12.989749908447266,13.999250411987305,12.586000442504883,13.104249954223633,6154172000
2021-02-01,13.680721282958984,13.714500427246094,15.3725004196167,12.902750015258789,13.053250312805176,6680324000
2021-03-01,13.315375328063965,13.348250389099121,13.925000190734863,11.566499710083008,13.875,7648656000
2021-04-01,14.977704048156738,15.009499549865723,16.214250564575195,13.511249542236328,13.572250366210938,6718796000
2021-05-01,16.2100887298584,16.24449920654297,16.27750015258789,13.458999633789062,15.125,7054380000
2021-06-01,19.960124969482422,20.002500534057617,20.162500381469727,15.903249740600586,16.270000457763672,10273292000
2021-07-01,19.46215057373047,19.499000549316406,20.875,17.86549949645996,20.125,7823077000
2021-08-01,22.342697143554688,22.385000228881836,23.042999267578125,18.761999130249023,19.700000762939453,6416386000
2021-09-01,20.680498123168945,20.715999603271484,22.986000061035156,20.466999053955078,22.485000610351562,4998986000
