,Unnamed: 0.1,Unnamed: 0,Data,Adj Close,Monthly Return
1,3,3,2019-02-01,7097.52978515625,0.0276088552391735
2,4,4,2019-03-01,7378.77001953125,0.0396250868806757
3,5,5,2019-04-01,7781.4599609375,0.0545741282544853
4,6,6,2019-05-01,7127.9599609375,-0.0839816696713128
5,7,7,2019-06-01,7671.080078125,0.0761957306387655
6,8,8,2019-07-01,7848.77978515625,0.0231648875023455
7,9,9,2019-08-01,7691.0,-0.0201024604429144
8,10,10,2019-09-01,7749.4501953125,0.0075998173595761
9,11,11,2019-10-01,8083.830078125,0.0431488524198477
10,12,12,2019-11-01,8403.6796875,0.0395665923558337
11,13,13,2019-12-01,8733.0703125,0.0391959995202995
12,14,14,2020-01-01,8991.509765625,0.0295931950479186
13,15,15,2020-02-01,8461.830078125,-0.058908870846695
14,16,16,2020-03-01,7813.5,-0.0766181868625586
15,17,17,2020-04-01,9000.509765625,0.1519178045210212
16,18,18,2020-05-01,9555.5302734375,0.0616654525427271
17,19,19,2020-06-01,10156.849609375,0.0629289342119556
18,20,20,2020-07-01,10905.8798828125,0.073746319207693
19,21,21,2020-08-01,12110.7001953125,0.110474379458257
20,22,22,2020-09-01,11418.0595703125,-0.057192450793893
21,23,23,2020-10-01,11052.9501953125,-0.0319764818839535
22,24,24,2020-11-01,12268.3203125,0.1099588884154143
23,25,25,2020-12-01,12888.2802734375,0.0505334018957617
24,26,26,2021-01-01,12925.3798828125,0.0028785538945379
25,27,27,2021-02-01,12909.4404296875,-0.0012331903022978
26,28,28,2021-03-01,13091.4404296875,0.0140982098326631
27,29,29,2021-04-01,13860.759765625,0.0587650640943155
28,30,30,2021-05-01,13686.509765625,-0.012571460940557
29,31,31,2021-06-01,14554.7998046875,0.0634413049003401
30,32,32,2021-07-01,14959.900390625,0.0278327830937965
31,33,33,2021-08-01,15582.509765625,0.0416185508421014
32,34,34,2021-09-01,14689.6201171875,-0.0573007597535548
33,35,35,2021-10-01,15850.4697265625,0.0790251619929065
34,36,36,2021-11-01,16135.919921875,0.018008942336525
35,37,37,2021-12-01,16320.080078125,0.0114130559113856
36,38,38,2022-01-01,14930.0498046875,-0.0851730056950308
37,39,39,2022-02-01,14237.8095703125,-0.0463655676592359
38,40,40,2022-03-01,14838.490234375,0.0421891205312219
39,41,41,2022-04-01,12854.7998046875,-0.1336854624934862
40,42,42,2022-05-01,12642.099609375,-0.0165463638908588
41,43,43,2022-06-01,11503.7197265625,-0.0900467420750514
42,44,44,2022-07-01,12947.9697265625,0.1255463479925693
43,45,45,2022-08-01,12272.0302734375,-0.0522042812425119
44,46,46,2022-09-01,10971.2197265625,-0.1059979903806602
45,47,47,2022-10-01,11405.5703125,0.0395899997231747
46,48,48,2022-11-01,12030.0595703125,0.0547530058297993
47,49,49,2022-12-01,10939.759765625,-0.0906312889237985
48,50,50,2023-01-01,12101.9296875,0.1062335870963802
49,51,51,2023-02-01,12042.1201171875,-0.0049421515292951
50,52,52,2023-03-01,13181.349609375,0.0946037309959646
51,53,53,2023-04-01,13245.990234375,0.004903945871675
52,54,54,2023-05-01,14254.08984375,0.076106020881614
53,55,55,2023-06-01,15179.2099609375,0.0649020826533612
54,56,56,2023-07-01,15757.0,0.0380645659786904
55,57,57,2023-08-01,15501.0703125,-0.0162422851748429
56,58,58,2023-09-01,14715.240234375,-0.0506952140905593
57,59,59,2023-10-01,14409.7802734375,-0.0207580682389364
58,60,60,2023-11-01,15947.8701171875,0.1067392989041797
59,61,61,2023-12-01,16825.9296875,0.0550581089424717
