Price,Adj Close,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META,META
Date,,,,,,
2019-01-01,166.18963623046875,166.69000244140625,171.67999267578125,128.55999755859375,128.99000549316406,527547900
2019-02-01,160.96534729003906,161.4499969482422,172.47000122070312,159.58999633789062,165.83999633789062,302243200
2019-03-01,166.18963623046875,166.69000244140625,174.3000030517578,159.27999877929688,162.60000610351562,387936100
2019-04-01,192.81944274902344,193.39999389648438,198.47999572753906,167.27999877929688,167.8300018310547,381985300
2019-05-01,176.93727111816406,177.47000122070312,196.17999267578125,177.16000366210938,194.77999877929688,286821500
2019-06-01,192.420654296875,193.0,198.8800048828125,160.83999633789062,175.0,426428600
2019-07-01,193.64695739746094,194.22999572753906,208.66000366210938,191.92999267578125,195.2100067138672,351020900
2019-08-01,185.11265563964844,185.6699981689453,198.47000122070312,176.66000366210938,194.1699981689453,294689500
2019-09-01,177.54542541503906,178.0800018310547,193.10000610351562,175.66000366210938,184.0,264538500
2019-10-01,191.07469177246094,191.64999389648438,198.08999633789062,173.08999633789062,179.14999389648438,326207200
2019-11-01,201.0347137451172,201.63999938964844,203.8000030517578,188.5399932861328,192.85000610351562,258303900
2019-12-01,204.6338653564453,205.25,208.92999267578125,193.1699981689453,202.1300048828125,276257100
2020-01-01,201.30389404296875,201.91000366210938,224.1999969482422,201.05999755859375,206.75,347314600
2020-02-01,191.89224243164062,192.47000122070312,218.77000427246094,181.82000732421875,203.44000244140625,317547300
2020-03-01,166.29930114746094,166.8000030517578,197.24000549316406,137.10000610351562,194.02999877929688,649467700
2020-04-01,204.0955047607422,204.7100067138672,209.69000244140625,150.8300018310547,161.6199951171875,541334600
2020-05-01,224.414306640625,225.08999633789062,240.89999389648438,198.75999450683594,201.60000610351562,509476500
2020-06-01,226.3883819580078,227.07000732421875,245.19000244140625,207.11000061035156,224.58999633789062,548043800
2020-07-01,252.9085235595703,253.6699981689453,255.85000610351562,226.89999389648438,228.5,517599700
2020-08-01,292.31988525390625,293.20001220703125,304.6700134277344,247.42999267578125,252.64999389648438,574239100
2020-09-01,261.11383056640625,261.8999938964844,303.6000061035156,244.1300048828125,294.7099914550781,499115300
2020-10-01,262.3201599121094,263.1099853515625,285.239990234375,254.82000732421875,265.3500061035156,454101600
2020-11-01,276.1385803222656,276.9700012207031,297.3800048828125,257.3399963378906,264.6000061035156,356771600
2020-12-01,272.34002685546875,273.1600036621094,291.7799987792969,264.6300048828125,279.1600036621094,363901000
2021-01-01,257.5545349121094,258.3299865722656,286.7900085449219,244.61000061035156,274.7799987792969,452633100
2021-02-01,256.8466796875,257.6199951171875,276.6000061035156,254.0399932861328,259.5199890136719,317775200
2021-03-01,293.6458740234375,294.5299987792969,299.7099914550781,253.5,260.82000732421875,497416700
2021-04-01,324.1041259765625,325.0799865722656,331.80999755859375,296.0400085449219,298.3999938964844,421257700
2021-05-01,327.74322509765625,328.7300109863281,333.7799987792969,298.19000244140625,326.1700134277344,353423700
2021-06-01,346.6662292480469,347.7099914550781,358.1400146484375,323.4800109863281,330.1499938964844,344810400
2021-07-01,355.2304382324219,356.29998779296875,377.54998779296875,334.5,346.82000732421875,335420300
2021-08-01,378.24114990234375,379.3800048828125,382.760009765625,347.70001220703125,358.1000061035156,226132300
2021-09-01,338.3712158203125,339.3900146484375,384.3299865722656,338.1499938964844,379.5899963378906,338121800
2021-10-01,322.5986633300781,323.57000732421875,345.0199890136719,308.1099853515625,341.6099853515625,588382500
2021-11-01,323.48602294921875,324.4599914550781,353.8299865722656,323.20001220703125,326.0400085449219,441125000
2021-12-01,335.34033203125,336.3500061035156,352.7099914550781,299.5,330.2900085449219,438246900
2022-01-01,312.31964111328125,313.260009765625,343.0899963378906,289.010009765625,338.29998779296875,427237300
2022-02-01,210.3965301513672,211.02999877929688,328.0,190.22000122070312,314.55999755859375,1128039600
2022-03-01,221.69252014160156,222.36000061035156,231.14999389648438,185.82000732421875,209.8699951171875,733274500
2022-04-01,199.8682098388672,200.47000122070312,236.86000061035156,169.0,224.5500030517578,672255000
2022-05-01,193.05873107910156,193.63999938964844,224.3000030517578,176.11000061035156,201.1699981689453,680548800
2022-06-01,160.7659454345703,161.25,202.02999877929688,154.25,196.50999450683594,685975600
2022-07-01,158.62242126464844,159.10000610351562,183.85000610351562,154.85000610351562,160.30999755859375,586482400
2022-08-01,162.44090270996094,162.92999267578125,183.10000610351562,155.22999572753906,157.25,551922900
2022-09-01,135.27272033691406,135.67999267578125,171.38999938964844,134.1199951171875,163.5800018310547,635014800
2022-10-01,92.8803482055664,93.16000366210938,142.38999938964844,92.5999984741211,137.13999938964844,1107662200
2022-11-01,117.74547576904297,118.0999984741211,118.73999786376953,88.08999633789062,94.33000183105469,1063791200
2022-12-01,119.97875213623047,120.33999633789062,124.66999816894531,112.45999908447266,119.19999694824219,653019800
2023-01-01,148.52281188964844,148.97000122070312,153.19000244140625,122.27999877929688,122.81999969482422,548770600
2023-02-01,174.41485595703125,174.94000244140625,197.16000366210938,147.05999755859375,148.02999877929688,772170900
2023-03-01,211.3037872314453,211.94000244140625,212.1699981689453,171.42999267578125,174.58999633789062,690053000
2023-04-01,239.59860229492188,240.32000732421875,241.69000244140625,207.1300048828125,208.83999633789062,446687900
2023-05-01,263.92535400390625,264.7200012207031,268.6499938964844,229.85000610351562,238.6199951171875,486968500
2023-06-01,286.1185302734375,286.9800109863281,289.7900085449219,258.8800048828125,265.8999938964844,480979900
2023-07-01,317.64361572265625,318.6000061035156,326.20001220703125,284.8500061035156,286.70001220703125,624605100
2023-08-01,295.0018005371094,295.8900146484375,324.1400146484375,274.3800048828125,317.5400085449219,423147800
2023-09-01,299.308837890625,300.2099914550781,312.8699951171875,286.7900085449219,299.3699951171875,406686600
2023-10-01,300.3656311035156,301.2699890136719,330.5400085449219,279.3999938964844,302.739990234375,511307900
2023-11-01,326.1679382324219,327.1499938964844,342.9200134277344,301.8500061035156,301.8500061035156,329270500
2023-12-01,352.8974609375,353.9599914550781,361.8999938964844,313.6600036621094,325.4800109863281,332813800
