,Unnamed: 0.1,Unnamed: 0,Data,Adj Close,Monthly Return
1,3,3,01-01-2019,39.74302673,0.0551539544727883
2,4,4,01-02-2019,41.34526443,0.0403149390428927
3,5,5,01-03-2019,45.5513382,0.1017304842038471
4,6,6,01-04-2019,48.12207413,0.0564360133331933
5,7,7,01-05-2019,41.98300934,-0.1275727387272531
6,8,8,01-06-2019,47.64537048,0.134872683712196
7,9,9,01-07-2019,51.28522873,0.0763947937298106
8,10,10,01-08-2019,50.25007629,-0.020184221960864
9,11,11,01-09-2019,54.1212616,0.0770383966714569
10,12,12,01-10-2019,60.11164474,0.1106844697057101
11,13,13,01-11-2019,64.57967377,0.0743288434266853
12,14,14,01-12-2019,71.17212677,0.1020824760354004
13,15,15,01-01-2020,75.01613617,0.0540100398070484
14,16,16,01-02-2020,66.25441742,-0.1167977877472171
15,17,17,01-03-2020,61.77869415,-0.0675535827539994
16,18,18,01-04-2020,71.37748718,0.1553738414524257
17,19,19,01-05-2020,77.24219513,0.0821646737886745
18,20,20,01-06-2020,88.86655426,0.1504923456724138
19,21,21,01-07-2020,103.5412445,0.1651317569607318
20,22,22,01-08-2020,125.7383728,0.2143795779854662
21,23,23,01-09-2020,113.0503464,-0.1009081485425426
22,24,24,01-10-2020,106.2659683,-0.0600120062966919
23,25,25,01-11-2020,116.2131424,0.0936063940237017
24,26,26,01-12-2020,129.7515869,0.1164966734433645
25,27,27,01-01-2021,129.0377502,-0.0055015643126596
26,28,28,01-02-2021,118.5746994,-0.081085192385817
27,29,29,01-03-2021,119.6234894,0.0088449728762289
28,30,30,01-04-2021,128.7409363,0.0762178644489532
29,31,31,01-05-2021,122.0326004,-0.0521072480346718
30,32,32,01-06-2021,134.3549805,0.1009761330956608
31,33,33,01-07-2021,143.0856934,0.0649824283960949
32,34,34,01-08-2021,148.9421692,0.0409298488258225
33,35,35,01-09-2021,139.0165863,-0.0666405152638263
34,36,36,01-10-2021,147.1709442,0.058657445971251
35,37,37,01-11-2021,162.3988953,0.1034711789258193
36,38,38,01-12-2021,174.7081299,0.0757962951488131
37,39,39,01-01-2022,171.9631195,-0.0157119786101035
38,40,40,01-02-2022,162.4588013,-0.0552695149264258
39,41,41,01-03-2022,172.0147247,0.0588205952742062
40,42,42,01-04-2022,155.3068085,-0.0971307324366517
41,43,43,01-05-2022,146.6277466,-0.0558833317342941
42,44,44,01-06-2022,134.885788,-0.0800800590084224
43,45,45,01-07-2022,160.3298035,0.1886337758578391
44,46,46,01-08-2022,155.1107788,-0.0325518062522917
45,47,47,01-09-2022,136.5353241,-0.1197560533426964
46,48,48,01-10-2022,151.4929504,0.1095513296547703
47,49,49,01-11-2022,146.2469177,-0.0346288898998167
48,50,50,01-12-2022,128.5778961,-0.1208163691780835
49,51,51,01-01-2023,142.7884674,0.1105211061234652
50,52,52,01-02-2023,145.8759918,0.0216230656174127
51,53,53,01-03-2023,163.4331055,0.1203564307145983
52,54,54,01-04-2023,168.170578,0.0289872268259627
53,55,55,01-05-2023,175.6732635,0.0446135441123356
54,56,56,01-06-2023,192.5104523,0.0958437753392109
55,57,57,01-07-2023,194.9717712,0.0127853779916551
56,58,58,01-08-2023,186.4563293,-0.0436752553848678
57,59,59,01-09-2023,170.1511536,-0.0874476922355673
58,60,60,01-10-2023,169.7138977,-0.002569808612805
59,61,61,01-11-2023,188.7752686,0.1123147317828645
60,62,62,01-12-2023,191.5913849,0.0149178243574221
