Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2018-12-01,37.66562271118164,39.435001373291016,46.23500061035156,36.647499084472656,46.1150016784668,3595690000
2019-01-01,39.74302673339844,41.61000061035156,42.25,35.5,38.72249984741211,3312349600
2019-02-01,41.345252990722656,43.287498474121094,43.967498779296875,41.48249816894531,41.7400016784668,1890162400
2019-03-01,45.55134201049805,47.48749923706055,49.42250061035156,42.375,43.56999969482422,2603925600
2019-04-01,48.122066497802734,50.16749954223633,52.119998931884766,47.095001220703125,47.90999984741211,2024470800
2019-05-01,41.98301696777344,43.76750183105469,53.82749938964844,43.747501373291016,52.470001220703125,2957826400
2019-06-01,47.6453742980957,49.47999954223633,50.39250183105469,42.567501068115234,43.900001525878906,2060874800
2019-07-01,51.28523254394531,53.2599983215332,55.342498779296875,49.602500915527344,50.79249954223633,1895406800
2019-08-01,50.250083923339844,52.185001373291016,54.50749969482422,48.14500045776367,53.474998474121094,2724326400
2019-09-01,54.12125778198242,55.99250030517578,56.60499954223633,51.05500030517578,51.60749816894531,2170268400
2019-10-01,60.111637115478516,62.189998626708984,62.4375,53.782501220703125,56.26750183105469,2433210800
2019-11-01,64.57967376708984,66.8125,67.0,62.290000915527344,62.3849983215332,1793326000
2019-12-01,71.172119140625,73.4124984741211,73.49250030517578,64.07250213623047,66.81749725341797,2388794800
2020-01-01,75.01612091064453,77.37750244140625,81.9625015258789,73.1875,74.05999755859375,2934370400
2020-02-01,66.25443267822266,68.33999633789062,81.80500030517578,64.09249877929688,76.07499694824219,3019279200
2020-03-01,61.77869415283203,63.5724983215332,76.0,53.15250015258789,70.56999969482422,6280072400
2020-04-01,71.37748718261719,73.44999694824219,73.63249969482422,59.224998474121094,61.625,3265299200
2020-05-01,77.24220275878906,79.48500061035156,81.05999755859375,71.4625015258789,71.5625,2805936000
2020-06-01,88.86654663085938,91.19999694824219,93.09500122070312,79.30249786376953,79.4375,3243375600
2020-07-01,103.54122924804688,106.26000213623047,106.41500091552734,89.1449966430664,91.27999877929688,3020283200
2020-08-01,125.73837280273438,129.0399932861328,131.0,107.89250183105469,108.19999694824219,4070061100
2020-09-01,113.05033874511719,115.80999755859375,137.97999572753906,103.0999984741211,132.75999450683594,3885245100
2020-10-01,106.26596069335938,108.86000061035156,125.38999938964844,107.72000122070312,117.63999938964844,2894666500
2020-11-01,116.21312713623047,119.05000305175781,121.98999786376953,107.31999969482422,109.11000061035156,2123077300
2020-12-01,129.7515869140625,132.69000244140625,138.7899932861328,120.01000213623047,121.01000213623047,2322189600
2021-01-01,129.0377655029297,131.9600067138672,145.08999633789062,126.37999725341797,133.52000427246094,2240262000
2021-02-01,118.57469940185547,121.26000213623047,137.8800048828125,118.38999938964844,133.75,1833855600
2021-03-01,119.62347412109375,122.1500015258789,128.72000122070312,116.20999908447266,123.75,2650418200
2021-04-01,128.74090576171875,131.4600067138672,137.07000732421875,122.48999786376953,123.66000366210938,1889857500
2021-05-01,122.03260040283203,124.61000061035156,134.07000732421875,122.25,132.0399932861328,1711934900
2021-06-01,134.35496520996094,136.9600067138672,137.41000366210938,123.12999725341797,125.08000183105469,1606590000
2021-07-01,143.08567810058594,145.86000061035156,150.0,135.75999450683594,136.60000610351562,1919035100
2021-08-01,148.94215393066406,151.8300018310547,153.49000549316406,144.5,146.36000061035156,1461542800
2021-09-01,139.01661682128906,141.5,157.25999450683594,141.27000427246094,152.8300018310547,1797835100
2021-10-01,147.1709442138672,149.8000030517578,153.1699981689453,138.27000427246094,141.89999389648438,1565079200
2021-11-01,162.39889526367188,165.3000030517578,165.6999969482422,147.47999572753906,148.99000549316406,1691029000
2021-12-01,174.7082061767578,177.57000732421875,182.1300048828125,157.8000030517578,167.47999572753906,2444766700
2022-01-01,171.96310424804688,174.77999877929688,182.94000244140625,154.6999969482422,177.8300018310547,2108446000
2022-02-01,162.45875549316406,165.1199951171875,176.64999389648438,152.0,174.00999450683594,1627516300
2022-03-01,172.0147247314453,174.61000061035156,179.61000061035156,150.10000610351562,164.6999969482422,2180800100
2022-04-01,155.30682373046875,157.64999389648438,178.49000549316406,155.3800048828125,174.02999877929688,1687795600
2022-05-01,146.62774658203125,148.83999633789062,166.47999572753906,132.61000061035156,156.7100067138672,2401040300
2022-06-01,134.88580322265625,136.72000122070312,151.74000549316406,129.0399932861328,149.89999389648438,1749099800
2022-07-01,160.3297882080078,162.50999450683594,163.6300048828125,135.66000366210938,136.0399932861328,1447125400
2022-08-01,155.11077880859375,157.22000122070312,176.14999389648438,157.13999938964844,161.00999450683594,1510239600
2022-09-01,136.53530883789062,138.1999969482422,164.25999450683594,138.0,156.63999938964844,2084722800
2022-10-01,151.4929656982422,153.33999633789062,157.5,134.3699951171875,138.2100067138672,1868139700
2022-11-01,146.24691772460938,148.02999877929688,155.4499969482422,134.3800048828125,155.0800018310547,1724847700
2022-12-01,128.577880859375,129.92999267578125,150.9199981689453,125.87000274658203,148.2100067138672,1675731200
2023-01-01,142.7884521484375,144.2899932861328,147.22999572753906,124.16999816894531,130.27999877929688,1443652500
2023-02-01,145.87599182128906,147.41000366210938,157.3800048828125,141.32000732421875,143.97000122070312,1307198900
2023-03-01,163.43312072753906,164.89999389648438,165.0,143.89999389648438,146.8300018310547,1520266600
2023-04-01,168.17059326171875,169.67999267578125,169.85000610351562,159.77999877929688,164.27000427246094,969709700
2023-05-01,175.6732635498047,177.25,179.35000610351562,164.30999755859375,169.27999877929688,1275155500
2023-06-01,192.51043701171875,193.97000122070312,194.47999572753906,176.92999267578125,177.6999969482422,1297101100
2023-07-01,194.97178649902344,196.4499969482422,198.22999572753906,186.60000610351562,193.77999877929688,996066400
2023-08-01,186.45632934570312,187.8699951171875,196.72999572753906,171.9600067138672,196.24000549316406,1322439400
2023-09-01,170.15115356445312,171.2100067138672,189.97999572753906,167.6199951171875,189.49000549316406,1337586600
2023-10-01,169.71388244628906,170.77000427246094,182.33999633789062,165.6699981689453,171.22000122070312,1172719600
2023-11-01,188.77525329589844,189.9499969482422,192.92999267578125,170.1199951171875,171.0,1099586100
2023-12-01,191.5913848876953,192.52999877929688,199.6199951171875,187.4499969482422,190.3300018310547,1062774800
