Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX
Date,,,,,,
2019-01-01,6906.83984375,6906.83984375,6936.33984375,6139.39990234375,6198.68017578125,49542480000
2019-02-01,7097.52978515625,7097.52978515625,7161.72998046875,6836.7001953125,6872.72998046875,42628810000
2019-03-01,7378.77001953125,7378.77001953125,7505.41015625,6940.72021484375,7152.080078125,49622660000
2019-04-01,7781.4599609375,7781.4599609375,7851.97021484375,7422.43994140625,7450.81005859375,43553400000
2019-05-01,7127.9599609375,7127.9599609375,7851.02978515625,7125.97021484375,7828.14013671875,47822630000
2019-06-01,7671.080078125,7671.080078125,7772.52978515625,6936.68017578125,7110.33984375,44821400000
2019-07-01,7848.77978515625,7848.77978515625,8027.18017578125,7735.669921875,7816.56005859375,42846360000
2019-08-01,7691.0,7691.0,8000.93994140625,7356.27001953125,7866.60009765625,46323300000
2019-09-01,7749.4501953125,7749.4501953125,7975.330078125,7584.81982421875,7634.02978515625,41720490000
2019-10-01,8083.830078125,8083.830078125,8119.72998046875,7463.56982421875,7782.81982421875,44203530000
2019-11-01,8403.6796875,8403.6796875,8445.6103515625,8111.72998046875,8121.9501953125,41773310000
2019-12-01,8733.0703125,8733.0703125,8811.099609375,8167.35986328125,8409.8701171875,46214040000
2020-01-01,8991.509765625,8991.509765625,9272.3701171875,8713.8896484375,8802.2197265625,52694760000
2020-02-01,8461.830078125,8461.830078125,9736.5703125,8133.85009765625,9033.51953125,53886320000
2020-03-01,7813.5,7813.5,9000.4599609375,6771.91015625,8569.91015625,97320230000
2020-04-01,9000.509765625,9000.509765625,9025.8203125,7423.97021484375,7582.77978515625,79171670000
2020-05-01,9555.5302734375,9555.5302734375,9573.5498046875,8665.400390625,8791.8798828125,81175640000
2020-06-01,10156.849609375,10156.849609375,10306.900390625,9489.580078125,9526.4296875,112284350000
2020-07-01,10905.8798828125,10905.8798828125,11069.259765625,10142.75,10160.41015625,95054280000
